nomes;idade;cidade;estado;cpf;cnpj
Chelsea Vega DVM;64;Brasília;DF;964.995.334-59;05.881.110/5315-95
Jacob Bowen;82;AFONSO CLÁUDIO;ES;33348541590;41649908110124
Douglas Preston;66;ABADIA DE GOIÁS;GO;904.021.981-82;38.458.603/5914-71
Bradley Mckinney;82;AÇAILÂNDIA;MA;95427295534;28616146003524
Amy Davis;49;ABADIA DOS DOURADOS;MG;726.477.462-73;23.062.316/8614-43
Timothy Chavez;57;ÁGUA CLARA;MS;11540514048;49459030052974
Kathryn Hicks;21;ACORIZAL;MT;936.856.881-20;71.806.989/7399-50
Larry Sanchez;86;ABAETETUBA;PA;05638091599;61781985429805
Daniel Travis;53;ÁGUA BRANCA;PB;866.960.773-59;89.355.236/9841-46
Susan Hayes;47;ABREU E LIMA;PE;14326652195;65382033838362
Sherri Duncan;54;ACAUÃ;PI;189.114.478-20;04.947.412/7874-37
Robin Carr;79;ABATIÁ;PR;45975850525;07403882183590
Lisa Warren;60;ANGRA DOS REIS;rio de  janeiro ;426.266.499-61;37.956.834/3082-01
Thomas Garcia;44;ACARI;RN;92067671006;09651175990010
Travis Morton;78;ALTA FLORESTA D'OESTE;RO;403.813.833-00;09.722.313/5238-13
Carl Sparks;51;AMAJARI;RR;79800399712;00540190518317
Glenn Costa;40;ACEGUÁ;RS;333.630.614-04;48.108.930/2718-94
Bryce Wolfe;83;ABDON BATISTA;SC;00370098773;41528356172398
Martha Suarez;33;AMPARO DE SÃO FRANCISCO;SE;755.018.473-96;18.954.966/0762-94
Terry Romero;82;ADAMANTINA;SP;49071439909;28880490766341
Vincent Greene;55;ABREULÂNDIA;TO;524.388.437-56;24.691.012/9492-59
Mrs. Suzanne Peters;19;ACRELÂNDIA;AC;81433726181;29592536264459
Mark Spencer;30;ÁGUA BRANCA;AL;339.808.033-25;88.133.999/9772-13
Shannon White;51;ALVARÃES;AM;97953053799;10501073778472
Sandra Dunn MD;36;SERRA DO NAVIO;AP;416.646.527-95;22.302.433/3500-38
Michelle Davila;73;ABAÍRA;BA;88181875702;05422175472207
Lance Cowan;37;ABAIARA;CE;334.121.464-04;73.255.692/2750-27
Dana Miller;38;Brasília;DF;61922382353;01498827877805
Rebecca Levy;47;AFONSO CLÁUDIO;ES;638.048.419-10;47.204.292/8063-80
Christian Smith;71;ABADIA DE GOIÁS;GO;50603537456;63724552901801
Donald Lee;77;AÇAILÂNDIA;MA;064.856.497-51;34.399.717/6547-06
Hannah Rivera;90;ABADIA DOS DOURADOS;MG;88832867907;60217005106006
Teresa Brooks;67;ÁGUA CLARA;MS;553.603.128-74;35.045.270/4389-48
Mark Flores;29;ACORIZAL;MT;78269384062;09338933813851
Fernando Coleman;57;ABAETETUBA;PA;851.109.497-00;27.054.527/5610-09
Jonathan Dixon;54;ÁGUA BRANCA;PB;55123323414;16538645356480
Thomas Rivas;65;ABREU E LIMA;PE;421.714.813-58;89.442.870/1428-59
Renee Cooper;45;ACAUÃ;PI;35798071375;15669155341771
Steven Williams;24;ABATIÁ;PR;305.393.275-06;84.482.082/5430-01
Lauren Mitchell;61;ANGRA DOS REIS;rio de  janeiro ;15106991552;70716562318120
Jacqueline Simmons;30;ACARI;RN;996.404.492-53;03.192.240/8762-23
Samantha Mcclure;68;ALTA FLORESTA D'OESTE;RO;22413956417;89794949426790
Angela Rhodes;81;AMAJARI;RR;642.466.066-69;48.140.877/2728-80
Robert Lewis;46;ACEGUÁ;RS;67164049459;95171301007440
Elizabeth Thomas;76;ABDON BATISTA;SC;665.778.699-95;29.830.418/3301-67
William Mcintosh;26;AMPARO DE SÃO FRANCISCO;SE;67615576237;90051472141223
Marcia Alvarado;84;ADAMANTINA;SP;962.567.856-57;57.126.773/2649-74
Sydney Garcia;88;ABREULÂNDIA;TO;35374214195;87376458558609
Noah Wilson;56;ACRELÂNDIA;AC;364.191.396-94;18.356.772/9483-16
Austin Evans;29;ÁGUA BRANCA;AL;33898036960;34697716679724
Alexa Hill;45;ALVARÃES;AM;808.191.386-65;20.926.314/5252-70
Timothy Johnson;64;SERRA DO NAVIO;AP;47807853832;79776626183630
Janet Middleton;21;ABAÍRA;BA;529.630.754-21;99.902.221/8254-99
Vincent Torres;47;ABAIARA;CE;64069701362;29131527414020
Marie Ibarra;64;Brasília;DF;234.891.363-14;45.164.300/4640-51
Dale Lucas;65;AFONSO CLÁUDIO;ES;64127674954;38328359546630
William Carr;40;ABADIA DE GOIÁS;GO;313.308.351-15;64.864.099/3296-00
Ashley Howell;74;AÇAILÂNDIA;MA;05601380082;07766717623080
Sherry Duke;50;ABADIA DOS DOURADOS;MG;431.827.589-26;47.023.030/4470-84
Margaret Cline;58;ÁGUA CLARA;MS;60421281677;21161184276058
Donald Howell;45;ACORIZAL;MT;531.502.877-15;56.496.777/9953-31
Allen Nguyen;77;ABAETETUBA;PA;18259326469;49290900766960
Marcus Rogers;40;ÁGUA BRANCA;PB;519.389.010-53;42.868.038/2367-52
Scott Griffin;20;ABREU E LIMA;PE;40879196840;74442465309237
Rebecca Thomas;80;ACAUÃ;PI;822.046.915-34;75.714.889/0428-49
Lori Fitzpatrick;20;ABATIÁ;PR;26283035159;58887594967590
Daniel Roberts;56;ANGRA DOS REIS;rio de  janeiro ;731.276.371-52;61.306.865/6430-92
Richard Bauer;65;ACARI;RN;03667033664;92828683419555
Justin Perez;86;ALTA FLORESTA D'OESTE;RO;179.726.904-64;02.978.363/1977-58
Ashley James;86;AMAJARI;RR;22117371370;01876955173945
Mathew Edwards;52;ACEGUÁ;RS;068.565.903-85;13.154.668/7492-09
John Thomas;70;ABDON BATISTA;SC;50198279400;47825659637173
Destiny Stevens;90;AMPARO DE SÃO FRANCISCO;SE;961.639.393-60;46.015.840/8142-07
April Evans;73;ADAMANTINA;SP;04454824193;94767188414388
Randy Brown;59;ABREULÂNDIA;TO;306.293.499-91;61.455.791/5721-08
Michele Medina;23;ACRELÂNDIA;AC;84431177108;75224515148597
Jessica Flores;89;ÁGUA BRANCA;AL;738.209.000-04;40.794.307/5014-19
Cole Turner;66;ALVARÃES;AM;25032823937;82905815827151
Matthew Mathis;80;SERRA DO NAVIO;AP;330.055.149-86;00.377.258/7191-06
Alan Peters;80;ABAÍRA;BA;19220974703;33231384446623
John Anderson;82;ABAIARA;CE;599.740.503-67;93.972.724/3260-24
Samantha Thompson;54;Brasília;DF;47433776257;25740964705656
Mrs. Angela Hernandez;34;AFONSO CLÁUDIO;ES;967.654.794-81;78.156.668/0031-35
Ashley Lang;18;ABADIA DE GOIÁS;GO;52951423020;41042442998391
Brittany Jackson;47;AÇAILÂNDIA;MA;618.504.412-94;51.170.982/9811-77
Michael Jones;23;ABADIA DOS DOURADOS;MG;94853365516;11645960106462
Veronica Bell;60;ÁGUA CLARA;MS;388.467.313-01;80.647.201/6628-42
Nicholas Fry;24;ACORIZAL;MT;37079285437;11737639288689
Jody Lopez;40;ABAETETUBA;PA;899.013.153-79;48.345.337/9841-59
Jane Williams;81;ÁGUA BRANCA;PB;74229200099;80710230700916
Michael Martin;43;ABREU E LIMA;PE;513.099.005-66;19.059.437/5848-72
Olivia Gardner;68;ACAUÃ;PI;18624047200;63855516000995
Elizabeth Davis;82;ABATIÁ;PR;648.510.325-28;25.946.702/3443-64
Barbara Baker;52;ANGRA DOS REIS;rio de  janeiro ;41621000982;19641457989245
Randall Smith;28;ACARI;RN;957.160.357-01;33.185.487/8066-68
Justin Allen;57;ALTA FLORESTA D'OESTE;RO;43352944334;06928115981012
Edwin Smith;33;AMAJARI;RR;803.007.672-00;29.548.027/7574-50
Leslie Coleman;38;ACEGUÁ;RS;36358707302;15478432588578
Tina Jones;43;ABDON BATISTA;SC;827.562.636-64;72.191.530/6771-59
Mary Jordan;48;AMPARO DE SÃO FRANCISCO;SE;15080886676;78655190728915
Barbara Hernandez;83;ADAMANTINA;SP;411.157.951-55;62.865.252/6956-00
Travis Johnson;84;ABREULÂNDIA;TO;31190087022;87375485633898
Heidi Marshall;67;ACRELÂNDIA;AC;716.542.122-02;75.960.525/1337-20
Julie Stevenson;69;ÁGUA BRANCA;AL;55524157523;12557346522898
Dorothy Carroll;87;ALVARÃES;AM;250.628.010-36;05.600.624/5483-39
Colleen Daniels;77;SERRA DO NAVIO;AP;20824178084;64831655397809
Jonathan Friedman;57;ABAÍRA;BA;867.670.378-77;88.683.175/6970-10
Abigail Ford;43;ABAIARA;CE;94656832138;46926310829749
Deanna Moran PhD;71;Brasília;DF;369.977.990-43;66.026.648/7693-25
Meghan Parker;50;AFONSO CLÁUDIO;ES;17035334610;68249599986170
Jeremy Schultz;41;ABADIA DE GOIÁS;GO;888.000.378-01;08.517.977/3228-07
Benjamin Alvarez;87;AÇAILÂNDIA;MA;32433395372;79601739123960
Christina Dunn;69;ABADIA DOS DOURADOS;MG;106.013.572-80;12.901.960/7453-79
Destiny Neal;56;ÁGUA CLARA;MS;45542268404;98403624625251
Sara Roberts;71;ACORIZAL;MT;263.056.648-03;72.251.244/7863-48
Linda Dean;34;ABAETETUBA;PA;28901268540;02717007043040
Samuel Perez;35;ÁGUA BRANCA;PB;131.461.449-56;85.732.590/2210-23
Monique Henry;36;ABREU E LIMA;PE;49942146547;44818041785464
Brittany Mills;19;ACAUÃ;PI;256.370.401-41;09.012.873/2564-01
Zachary Torres;38;ABATIÁ;PR;50757560695;00007882948900
Martha Powers;76;ANGRA DOS REIS;rio de  janeiro ;870.474.469-15;03.302.770/1754-91
Timothy Soto;25;ACARI;RN;82635153604;60068453191262
Benjamin Smith;59;ALTA FLORESTA D'OESTE;RO;552.425.324-75;87.037.014/6199-66
Daniel Peters;64;AMAJARI;RR;80227333853;45289707536600
David Rivas DDS;80;ACEGUÁ;RS;165.805.905-05;19.990.044/9450-66
Christopher Alexander;89;ABDON BATISTA;SC;52403971472;77846965954470
Adrienne Hardy;58;AMPARO DE SÃO FRANCISCO;SE;103.322.918-04;33.391.657/2449-99
Dwayne Perkins;55;ADAMANTINA;SP;01007673702;15695855136991
Hannah Diaz;72;ABREULÂNDIA;TO;247.357.640-89;47.395.786/9734-57
Kyle Kirby;42;ACRELÂNDIA;AC;63645130853;21844620257978
Nathan Adkins;63;ÁGUA BRANCA;AL;702.528.444-08;68.376.906/3854-23
Rodney Fisher;50;ALVARÃES;AM;20643752609;14733927628853
Lisa Aguirre;88;SERRA DO NAVIO;AP;460.663.222-49;19.423.450/1815-86
Nicole Stephens;31;ABAÍRA;BA;52673520473;12769076724910
Lisa Costa;79;ABAIARA;CE;701.346.131-80;51.779.501/3885-30
David Mcgee;24;Brasília;DF;84659038246;96293813530829
Kimberly Parker;69;AFONSO CLÁUDIO;ES;600.498.388-81;43.583.625/7461-03
Kevin Chambers;35;ABADIA DE GOIÁS;GO;30199676941;39969811738431
Derrick Rodriguez;21;AÇAILÂNDIA;MA;515.912.707-07;87.199.161/9252-00
Cory Bray;78;ABADIA DOS DOURADOS;MG;86545570447;88204855602070
Carrie Hess;72;ÁGUA CLARA;MS;259.384.697-67;09.226.737/4667-29
Crystal Alvarado;52;ACORIZAL;MT;34249415651;08660611462031
Sabrina Hogan;50;ABAETETUBA;PA;890.730.054-26;10.721.759/2704-16
Dave Stewart;71;ÁGUA BRANCA;PB;10979443440;33797475224482
Laura King;80;ABREU E LIMA;PE;545.865.903-19;41.249.888/0362-98
Billy Mcdowell;60;ACAUÃ;PI;05948797872;94876663434118
James Phillips;69;ABATIÁ;PR;491.971.028-30;18.461.304/3867-10
Kristen Tucker;81;ANGRA DOS REIS;rio de  janeiro ;58382303471;49642101860928
Emily Morrison;25;ACARI;RN;113.388.480-62;32.099.096/9654-64
Michelle Mcbride;69;ALTA FLORESTA D'OESTE;RO;37717696045;48580207986900
Jacob Smith;71;AMAJARI;RR;965.221.326-80;31.964.305/4229-98
Mrs. Tammy Travis DVM;43;ACEGUÁ;RS;77616620965;91272021853866
Jillian Wallace;32;ABDON BATISTA;SC;245.253.498-67;83.681.261/2914-48
Sandra Lewis;36;AMPARO DE SÃO FRANCISCO;SE;43451342693;70509838821208
Rhonda Mcmillan;37;ADAMANTINA;SP;217.186.643-89;45.848.764/9886-63
Laura Reeves;55;ABREULÂNDIA;TO;51219062693;55349093452480
Mary Tucker;90;ACRELÂNDIA;AC;337.488.874-77;93.320.932/9027-24
Dawn Taylor;49;ÁGUA BRANCA;AL;58672382536;45818409481822
Mark Miller;28;ALVARÃES;AM;493.034.859-55;56.963.722/6341-03
Melissa Rodriguez;40;SERRA DO NAVIO;AP;39820899648;65847220829626
Dylan Smith;39;ABAÍRA;BA;865.335.067-57;88.453.728/2130-24
Katherine Lopez;35;ABAIARA;CE;80248696750;04971184996781
Michael Jackson;75;Brasília;DF;809.450.235-53;17.047.851/2033-87
Sherry Moyer;28;AFONSO CLÁUDIO;ES;82451711159;00689549475915
Thomas Huang;21;ABADIA DE GOIÁS;GO;708.204.461-57;35.161.325/6511-58
Jeffrey Matthews;82;AÇAILÂNDIA;MA;42971451461;83816954031598
Shaun Rodriguez;42;ABADIA DOS DOURADOS;MG;729.350.842-50;61.732.361/6050-27
Timothy Johnson;53;ÁGUA CLARA;MS;00961032219;64767462403747
Susan Chambers;83;ACORIZAL;MT;789.994.801-00;42.080.169/4150-04
Dr. Dawn Garcia;66;ABAETETUBA;PA;05734959472;28275990028361
Lisa Sanchez;54;ÁGUA BRANCA;PB;243.080.241-45;73.643.420/0354-60
Daniel Smith;79;ABREU E LIMA;PE;16698919330;70719875467218
Rodney Mccarthy;59;ACAUÃ;PI;622.536.005-04;48.237.004/0821-70
Curtis Martinez;85;ABATIÁ;PR;61944391819;56647995308349
Barbara Williams;75;ANGRA DOS REIS;rio de  janeiro ;019.257.131-13;17.666.895/1116-01
Melissa Williams;62;ACARI;RN;03383559602;75628389820935
Ian Floyd;42;ALTA FLORESTA D'OESTE;RO;667.514.490-11;51.086.427/2789-83
Carol Lawrence;35;AMAJARI;RR;64895195503;48746721299703
Sandra Davis;22;ACEGUÁ;RS;504.481.118-10;02.457.202/2468-68
Noah Harper;82;ABDON BATISTA;SC;35791241291;78259502381505
Steven Patterson;77;AMPARO DE SÃO FRANCISCO;SE;779.176.802-07;26.714.466/3003-75
Alyssa Chapman;81;ADAMANTINA;SP;58039385482;36460956618605
Alison Murray;68;ABREULÂNDIA;TO;359.775.599-25;39.544.938/5476-54
Krystal Wiggins;48;ACRELÂNDIA;AC;16054007939;07446064370099
Dana Mcclure;61;ÁGUA BRANCA;AL;551.904.025-76;60.872.369/8882-22
Sara Smith;45;ALVARÃES;AM;83587532419;59653490983783
Alexis Davis;38;SERRA DO NAVIO;AP;871.102.540-97;69.171.111/3803-00
Matthew Taylor;38;ABAÍRA;BA;80316968889;79905435943447
Sharon Baird;67;ABAIARA;CE;480.017.610-70;12.850.380/6204-32
Katie Ruiz;25;Brasília;DF;12114204774;01945309560767
Christine Brady;31;AFONSO CLÁUDIO;ES;762.140.052-89;19.762.112/9856-86
Charles Hart;62;ABADIA DE GOIÁS;GO;86607147097;00959959514268
Brian Miller;45;AÇAILÂNDIA;MA;883.255.268-07;72.137.181/3208-76
Katherine Leon;22;ABADIA DOS DOURADOS;MG;75335804190;15401153950981
Jeffrey Sutton;22;ÁGUA CLARA;MS;485.153.866-90;31.834.078/2533-43
Jessica Harrell;37;ACORIZAL;MT;99421998294;69080793843612
Victor Dixon;76;ABAETETUBA;PA;902.775.153-60;01.678.930/5512-06
Cindy Smith;30;ÁGUA BRANCA;PB;85626720928;57923492713682
Rebecca Morales;62;ABREU E LIMA;PE;760.104.620-61;91.146.805/3643-08
Robert Wolf;55;ACAUÃ;PI;66167875839;28009220976500
Amy Johnson;45;ABATIÁ;PR;564.258.134-15;86.237.736/0436-84
Jill Williams;82;ANGRA DOS REIS;rio de  janeiro ;52992877719;48001332890716
Rita Hill;22;ACARI;RN;458.306.195-12;50.592.760/3349-07
Carl Huynh;33;ALTA FLORESTA D'OESTE;RO;13968662059;71053603899402
Bryan Rivas;47;AMAJARI;RR;055.793.879-11;10.087.571/7761-24
Brenda Dennis;63;ACEGUÁ;RS;94732191487;00415186709009
Joshua Long;70;ABDON BATISTA;SC;430.781.114-31;84.977.301/6669-66
Lisa Jones;73;AMPARO DE SÃO FRANCISCO;SE;80709093829;42366888822058
Robert Graham;79;ADAMANTINA;SP;968.543.236-81;06.902.961/3388-88
Margaret Chavez;49;ABREULÂNDIA;TO;43473582026;28885179739070
Steven Smith;89;ACRELÂNDIA;AC;993.585.662-30;36.771.917/7846-26
Amy Morris;87;ÁGUA BRANCA;AL;43058597185;31009541789239
Joseph Jackson;31;ALVARÃES;AM;363.335.529-41;17.684.287/1099-86
Eric Kelley;30;SERRA DO NAVIO;AP;87502305149;50460190283132
Alexis Harrison;82;ABAÍRA;BA;107.469.512-72;66.882.688/7808-52
Jessica Crawford;63;ABAIARA;CE;02644882966;32747131455805
John Kim;69;Brasília;DF;655.973.024-77;74.176.019/5032-02
David Gross;30;AFONSO CLÁUDIO;ES;62215422351;87116869580750
Shannon Chapman;42;ABADIA DE GOIÁS;GO;809.769.848-06;34.638.668/7646-44
Casey Callahan;78;AÇAILÂNDIA;MA;41408669269;87608382774130
Charles Adams;64;ABADIA DOS DOURADOS;MG;379.541.364-85;60.534.079/8598-48
Amy Robinson;29;ÁGUA CLARA;MS;85291073497;71043940157277
Tracy Mason;53;ACORIZAL;MT;217.705.056-10;56.197.835/9858-78
Monica Taylor;61;ABAETETUBA;PA;59168318200;29389738754918
Joseph Griffin;57;ÁGUA BRANCA;PB;195.689.935-92;39.521.328/1221-11
John Long;78;ABREU E LIMA;PE;76180249601;29736949742973
Marie Rodriguez;77;ACAUÃ;PI;167.469.133-50;54.989.518/2926-69
Sean Martinez;24;ABATIÁ;PR;17130447141;53549803713804
Sara Terry;31;ANGRA DOS REIS;rio de  janeiro ;357.600.144-12;78.289.259/1682-97
Isaac Rangel;47;ACARI;RN;57520073807;69330124282790
Joel Hebert;68;ALTA FLORESTA D'OESTE;RO;294.160.128-74;35.562.571/1768-04
Samuel Gomez;64;AMAJARI;RR;32397760223;58342865210005
Brenda Allen;55;ACEGUÁ;RS;079.836.695-85;74.872.692/2562-47
Nancy Velazquez;50;ABDON BATISTA;SC;02664681109;61965661649002
Jacqueline Hebert;57;AMPARO DE SÃO FRANCISCO;SE;963.475.921-18;44.622.164/3343-34
Mr. David Robinson II;68;ADAMANTINA;SP;85792281408;90966207104230
Joseph Wilcox;76;ABREULÂNDIA;TO;673.653.870-09;18.979.080/8085-81
Gary Waller;61;ACRELÂNDIA;AC;03912890714;36377125766266
Charlene Rhodes;59;ÁGUA BRANCA;AL;377.659.341-55;74.672.698/4350-19
Erica Hughes;36;ALVARÃES;AM;34854147199;75920063658861
Antonio Frye;18;SERRA DO NAVIO;AP;765.430.018-28;57.852.434/7292-85
Marissa York;48;ABAÍRA;BA;22987798563;17457291282964
Brian Butler;28;ABAIARA;CE;576.399.534-13;08.336.192/3348-36
Elizabeth Ramos;41;Brasília;DF;74911959118;27416454202155
Jeffrey Pierce;46;AFONSO CLÁUDIO;ES;049.129.971-02;65.767.773/3493-83
Timothy Shelton;36;ABADIA DE GOIÁS;GO;41916632165;28022851020422
Andres Terrell;80;AÇAILÂNDIA;MA;311.371.550-43;76.803.966/3189-94
Thomas Perkins;32;ABADIA DOS DOURADOS;MG;35062855993;92755708196482
Casey Williamson;43;ÁGUA CLARA;MS;725.627.889-66;43.415.821/7961-92
Gregory Williams;76;ACORIZAL;MT;42683072651;42738166795500
William Ferguson;45;ABAETETUBA;PA;167.775.222-04;26.485.992/1070-63
Antonio Perez;64;ÁGUA BRANCA;PB;20461652846;79868662699000
Frederick Raymond;66;ABREU E LIMA;PE;396.311.911-09;04.199.875/0386-00
Christopher Carpenter;40;ACAUÃ;PI;97300381987;02084531189319
Joseph Sawyer;28;ABATIÁ;PR;856.138.573-18;43.502.890/6575-24
Marvin Johnson;26;ANGRA DOS REIS;rio de  janeiro ;92695318995;07794949307808
Nicole Mccarthy;46;ACARI;RN;035.201.171-85;76.646.044/3765-20
Alejandro Harris Jr.;45;ALTA FLORESTA D'OESTE;RO;88800888909;74918693338680
Michael Morris;26;AMAJARI;RR;504.913.561-37;72.249.297/4727-37
Pamela Mcdaniel;39;ACEGUÁ;RS;89860747105;23164800129189
Amy Taylor;20;ABDON BATISTA;SC;077.835.061-43;41.274.510/0726-31
Sandra Garcia DDS;87;AMPARO DE SÃO FRANCISCO;SE;50388075260;83314458338500
April Lee;49;ADAMANTINA;SP;363.555.991-18;25.989.316/2809-55
James Adkins;60;ABREULÂNDIA;TO;60509498752;10036569939106
Sarah Fields;56;ACRELÂNDIA;AC;343.518.770-06;64.638.585/6926-07
Stacy Cochran;31;ÁGUA BRANCA;AL;51060882086;52366164691532
Joshua Smith;50;ALVARÃES;AM;755.835.809-41;94.559.818/4332-00
Mario Brown;57;SERRA DO NAVIO;AP;11952659213;58957482443305
Tiffany Sweeney;40;ABAÍRA;BA;318.930.214-67;04.013.988/0019-03
David Ayers;84;ABAIARA;CE;55737009289;84671746255450
Erin Rivas;70;Brasília;DF;559.783.299-90;79.619.766/7188-08
Steven Barnett;38;AFONSO CLÁUDIO;ES;24033137424;62326094878375
Stephen Finley;21;ABADIA DE GOIÁS;GO;427.812.108-38;04.900.553/3110-76
Mr. Nicholas Hampton;88;AÇAILÂNDIA;MA;29099784600;33875315131902
William Harris;83;ABADIA DOS DOURADOS;MG;586.827.601-93;46.988.969/1670-85
Alejandro Gomez;23;ÁGUA CLARA;MS;50302704183;27593270649491
Thomas Roach;66;ACORIZAL;MT;330.690.495-32;27.485.847/5128-10
Autumn Hebert;79;ABAETETUBA;PA;92096592526;89872408003506
Sandra Bailey;53;ÁGUA BRANCA;PB;224.488.823-12;01.309.606/6889-41
Steven Hart;27;ABREU E LIMA;PE;00236561235;74854222539988
Patricia Boyd;69;ACAUÃ;PI;750.384.040-49;22.777.736/5696-29
David Blackburn;72;ABATIÁ;PR;18977310784;23604792546411
Jeffrey Villanueva;85;ANGRA DOS REIS;rio de  janeiro ;741.165.040-41;49.569.816/3350-67
Dustin Davis;62;ACARI;RN;41457492350;43389673407204
Manuel Woods;42;ALTA FLORESTA D'OESTE;RO;787.284.415-08;81.439.262/2590-55
Crystal Olsen;89;AMAJARI;RR;62712688112;22909693347440
Martin Reed;63;ACEGUÁ;RS;894.731.066-29;27.088.217/7725-53
Katie Smith;54;ABDON BATISTA;SC;55670037499;23031307964464
Patrick Blackwell;51;AMPARO DE SÃO FRANCISCO;SE;913.793.615-83;56.270.430/8570-62
Joseph Cherry;70;ADAMANTINA;SP;26483234902;10470998465454
Earl Walton;39;ABREULÂNDIA;TO;018.467.867-62;28.129.313/0981-12
Thomas Wilson;48;ACRELÂNDIA;AC;46981857774;48229159887758
Charles Jackson;82;ÁGUA BRANCA;AL;972.438.826-33;93.316.151/1387-56
Mr. Randy Kelley;29;ALVARÃES;AM;06051181911;40742860746273
Beverly Hall;44;SERRA DO NAVIO;AP;188.812.247-12;64.826.516/2242-83
Kevin Zimmerman;87;ABAÍRA;BA;56434597363;98689114302280
Gary Griffith;42;ABAIARA;CE;128.522.763-80;94.045.041/7196-57
Joseph Adams;49;Brasília;DF;73321396262;58380448472507
Kelly Parker;60;AFONSO CLÁUDIO;ES;578.577.358-92;46.298.702/6438-79
Ashley Hall;79;ABADIA DE GOIÁS;GO;58455036800;50673212511200
John Welch;29;AÇAILÂNDIA;MA;724.569.653-53;61.472.452/6120-18
Spencer Vazquez;26;ABADIA DOS DOURADOS;MG;22043317598;55384304568988
Jack Coleman;20;ÁGUA CLARA;MS;444.541.281-38;65.944.904/9035-52
David Smith;67;ACORIZAL;MT;87810033077;38847860092660
Thomas Buchanan;86;ABAETETUBA;PA;851.889.443-32;95.962.699/4607-73
Joe Rodriguez;90;ÁGUA BRANCA;PB;94268525149;96618326981203
Helen Hall;37;ABREU E LIMA;PE;712.508.392-70;81.940.090/9206-25
Melissa Russell;41;ACAUÃ;PI;78366877167;05146705033220
Jessica Robinson;90;ABATIÁ;PR;526.984.336-63;66.772.846/9120-76
Barbara Heath;49;ANGRA DOS REIS;rio de  janeiro ;44985621943;42910614838405
Michael Maldonado;47;ACARI;RN;294.603.816-50;78.322.405/8902-28
Stacy Carr;78;ALTA FLORESTA D'OESTE;RO;25515236130;31105725338705
Jeffery Robles;46;AMAJARI;RR;484.590.682-18;23.417.626/4832-26
Joshua Conrad;76;ACEGUÁ;RS;77525755264;67430566367850
Michael Garcia;22;ABDON BATISTA;SC;783.849.494-09;04.414.061/6179-00
Lisa Blankenship;85;AMPARO DE SÃO FRANCISCO;SE;93209476276;19545277058550
Elizabeth Harris;88;ADAMANTINA;SP;092.616.643-34;78.174.823/0930-30
John Burton;56;ABREULÂNDIA;TO;27302900442;54607485741709
Michael Lane;66;ACRELÂNDIA;AC;560.944.335-05;85.133.035/9344-72
Donna Perez;58;ÁGUA BRANCA;AL;54553195313;51183025369889
Craig Jennings;89;ALVARÃES;AM;574.448.493-07;64.409.224/2841-40
Veronica George;63;SERRA DO NAVIO;AP;93857825766;83398803669480
Christina Martin DDS;51;ABAÍRA;BA;859.326.019-57;18.322.490/3091-25
Laura Gallagher;48;ABAIARA;CE;94704196933;67508993873777
Angela Boyd;32;Brasília;DF;911.527.628-77;76.441.970/3487-86
Paul Rodriguez;59;AFONSO CLÁUDIO;ES;28679700673;98750436639926
Kimberly Quinn;55;ABADIA DE GOIÁS;GO;220.972.245-47;29.659.247/3947-14
Reginald Baker;89;AÇAILÂNDIA;MA;23560069408;75641183030545
Sarah Cruz;64;ABADIA DOS DOURADOS;MG;355.539.661-75;13.098.777/2363-80
Anthony Price;62;ÁGUA CLARA;MS;28291262110;81374667820978
Alexandra Anthony;45;ACORIZAL;MT;225.753.040-32;49.960.770/0819-06
Jill Bell;82;ABAETETUBA;PA;28790939700;94456751112120
Angelica Ball;71;ÁGUA BRANCA;PB;715.349.903-21;25.693.802/8687-40
Mrs. Christina Parker;24;ABREU E LIMA;PE;20873752678;69042652360051
Mr. Sean Benjamin DDS;33;ACAUÃ;PI;426.944.462-21;96.697.574/9590-11
Michael Bailey;80;ABATIÁ;PR;17783742475;01558695966951
Eugene Ellis;60;ANGRA DOS REIS;rio de  janeiro ;191.025.653-66;05.860.434/4212-88
Melissa Finley;86;ACARI;RN;33887222938;05977487367998
Christy Miller MD;85;ALTA FLORESTA D'OESTE;RO;867.859.707-09;79.277.887/2000-46
Alicia Garner;25;AMAJARI;RR;26858382445;00578522813516
Elizabeth Moore;81;ACEGUÁ;RS;215.779.189-24;69.507.723/9471-34
Joshua Garza;88;ABDON BATISTA;SC;82682640206;33887364592938
Sean Sutton;31;AMPARO DE SÃO FRANCISCO;SE;585.713.053-07;94.679.422/4718-90
Charles Lee;71;ADAMANTINA;SP;87537280177;87473518040181
James Jackson;33;ABREULÂNDIA;TO;560.541.533-66;02.134.950/6878-57
Elizabeth Robinson;81;ACRELÂNDIA;AC;98629387904;74301506521908
Emily Wright;66;ÁGUA BRANCA;AL;028.627.703-45;70.803.762/9664-64
William Fletcher;62;ALVARÃES;AM;32212645007;52679257349606
Michael Knight;69;SERRA DO NAVIO;AP;020.093.529-12;81.963.548/3677-84
